*SENSE:Minimize
NAME          berth
 L  _C218
 G  _C219
 G  _C220
 G  _C221
 L  _C222
 G  _C223
 G  _C224
 G  _C225
 L  _C226
 G  _C227
 G  _C228
 G  _C229
 L  _C230
 G  _C231
 G  _C232
 G  _C233
 L  _C234
 G  _C235
 G  _C236
 G  _C237
 L  _C238
 G  _C239
 G  _C240
 G  _C241
 L  _C242
 G  _C243
 G  _C244
 G  _C245
 L  _C246
 G  _C247
 G  _C248
 G  _C249
 L  _C250
 G  _C251
 G  _C252
 G  _C253
 L  _C254
 G  _C255
 G  _C256
 G  _C257
 L  _C258
 G  _C259
 G  _C260
 G  _C261
 L  _C262
 G  _C263
 G  _C264
 G  _C265
 L  _C266
 G  _C267
 G  _C268
 G  _C269
 L  _C270
 G  _C271
 G  _C272
 G  _C273
 L  _C274
 G  _C275
 G  _C276
 G  _C277
 L  _C278
 G  _C279
 G  _C280
 G  _C281
 L  _C282
 G  _C283
 G  _C284
 G  _C285
 L  _C286
 G  _C287
 G  _C288
 G  _C289
 L  _C290
 G  _C291
 G  _C292
 G  _C293
 L  _C294
 G  _C295
 G  _C296
 G  _C297
 L  _C298
 G  _C299
 G  _C300
 G  _C301
 L  _C302
 G  _C303
 G  _C304
 G  _C305
 L  _C306
 G  _C307
 G  _C308
 G  _C309
 L  _C310
 G  _C311
 G  _C312
 G  _C313
 L  _C314
 G  _C315
 G  _C316
 G  _C317
 L  _C318
 G  _C319
 G  _C320
 G  _C321
 L  _C322
 G  _C323
 G  _C324
 G  _C325
 L  _C326
 G  _C327
 G  _C328
 G  _C329
 L  _C330
 G  _C331
 G  _C332
 G  _C333
 L  _C334
 G  _C335
 G  _C336
 G  _C337
 L  _C338
 G  _C339
 G  _C340
 G  _C341
 L  _C342
 G  _C343
 G  _C344
 G  _C345
 L  _C346
 G  _C347
 G  _C348
 G  _C349
 L  _C350
 G  _C351
 G  _C352
 G  _C353
 L  _C354
 G  _C355
 G  _C356
 G  _C357
 L  _C358
 G  _C359
 G  _C360
 G  _C361
 L  _C362
 G  _C363
 G  _C364
 G  _C365
 L  _C366
 G  _C367
 G  _C368
 G  _C369
 L  _C370
 G  _C371
 G  _C372
 G  _C373
 L  _C374
 G  _C375
 G  _C376
 G  _C377
 L  _C378
 G  _C379
 G  _C380
 G  _C381
 L  _C382
 G  _C383
 G  _C384
 G  _C385
 L  _C386
 G  _C387
 G  _C388
 G  _C389
 L  _C390
 G  _C391
 G  _C392
 G  _C393
 L  _C394
 G  _C395
 G  _C396
 G  _C397
 L  _C398
 G  _C399
 G  _C400
 G  _C401
 L  _C402
 G  _C403
 G  _C404
 G  _C405
 L  _C406
 G  _C407
 G  _C408
 G  _C409
 L  _C410
 G  _C411
 G  _C412
 G  _C413
 L  _C414
 G  _C415
 G  _C416
 G  _C417
 L  _C418
 G  _C419
 G  _C420
 G  _C421
 L  _C422
 G  _C423
 G  _C424
 G  _C425
 L  _C426
 G  _C427
 G  _C428
 G  _C429
 L  _C430
 G  _C431
 G  _C432
 G  _C433
 L  _C434
 G  _C435
 G  _C436
 G  _C437
 L  _C438
 G  _C439
 G  _C440
 G  _C441
 L  _C442
 G  _C443
 G  _C444
 G  _C445
 L  _C446
 G  _C447
 G  _C448
 G  _C449
 L  _C450
 G  _C451
 G  _C452
 G  _C453
 L  _C454
 G  _C455
 G  _C456
 G  _C457
 L  _C458
 G  _C459
 G  _C460
 G  _C461
 L  _C462
 G  _C463
 G  _C464
 G  _C465
 L  _C466
 G  _C467
 G  _C468
 G  _C469
 L  _C470
 G  _C471
 G  _C472
 G  _C473
 L  _C474
 G  _C475
 G  _C476
 G  _C477
 L  _C478
 G  _C479
 G  _C480
 L  _C481
 L  _C482
 L  _C483
 L  _C484
 G  _C485
 L  _C486
 L  _C487
 L  _C488
 L  _C489
 G  _C490
 L  _C491
 L  _C492
 L  _C493
 L  _C494
 G  _C495
 L  _C496
 L  _C497
 L  _C498
 L  _C499
 G  _C500
 L  _C501
 L  _C502
 L  _C503
 L  _C504
 G  _C505
 L  _C506
 L  _C507
 L  _C508
 L  _C509
 G  _C510
 L  _C511
 L  _C512
 L  _C513
 L  _C514
 G  _C515
 L  _C516
 L  _C517
 L  _C518
 L  _C519
 G  _C520
 L  _C521
 L  _C522
 L  _C523
 L  _C524
 G  _C525
 L  _C526
 L  _C527
 L  _C528
 L  _C529
 G  _C530
 L  _C531
 L  _C532
 L  _C533
 L  _C534
 G  _C535
 L  _C536
 L  _C537
 L  _C538
 L  _C539
 G  _C540
 L  _C541
 L  _C542
 L  _C543
 L  _C544
 G  _C545
 L  _C546
 L  _C547
 L  _C548
 L  _C549
 G  _C550
 L  _C551
 L  _C552
 L  _C553
 L  _C554
 G  _C555
 L  _C556
 L  _C557
 L  _C558
 L  _C559
 G  _C560
 L  _C561
 L  _C562
 L  _C563
 L  _C564
 G  _C565
 L  _C566
 L  _C567
 L  _C568
 L  _C569
 G  _C570
 L  _C571
 L  _C572
 L  _C573
 L  _C574
 G  _C575
 L  _C576
 L  _C577
 L  _C578
 L  _C579
 G  _C580
 L  _C581
 L  _C582
 L  _C583
 L  _C584
 G  _C585
 L  _C586
 L  _C587
 L  _C588
 L  _C589
 G  _C590
 L  _C591
 L  _C592
 L  _C593
 L  _C594
 G  _C595
 L  _C596
 L  _C597
 L  _C598
 L  _C599
 G  _C600
 L  _C601
 L  _C602
 L  _C603
 L  _C604
 G  _C605
 L  _C606
 L  _C607
 L  _C608
 L  _C609
 G  _C610
 L  _C611
 L  _C612
 L  _C613
 L  _C614
 G  _C615
 L  _C616
 L  _C617
 L  _C618
 L  _C619
 G  _C620
 L  _C621
 L  _C622
 L  _C623
 L  _C624
 G  _C625
 L  _C626
 L  _C627
 L  _C628
 L  _C629
 G  _C630
 L  _C631
 L  _C632
 L  _C633
 L  _C634
 G  _C635
 L  _C636
 L  _C637
 L  _C638
 L  _C639
 G  _C640
 L  _C641
 L  _C642
 L  _C643
 L  _C644
 G  _C645
 L  _C646
 L  _C647
 L  _C648
 L  _C649
 G  _C650
 L  _C651
 L  _C652
 L  _C653
 L  _C654
 G  _C655
COLUMNS
    mid_for_y_0  _C4        1.000000000000e+00
    mid_for_y_0  _C5        1.000000000000e+00
    mid_for_y_0  OBJ        4.040000000000e+02
    mid_for_y_1  _C12       1.000000000000e+00
    mid_for_y_1  _C13       1.000000000000e+00
    mid_for_y_1  OBJ        4.790000000000e+02
    mid_for_y_10  _C84       1.000000000000e+00
    mid_for_y_10  _C85       1.000000000000e+00
    mid_for_y_10  OBJ        4.400000000000e+02
    mid_for_y_11  _C92       1.000000000000e+00
    mid_for_y_11  _C93       1.000000000000e+00
    mid_for_y_11  OBJ        4.960000000000e+02
    mid_for_y_12  _C100      1.000000000000e+00
    mid_for_y_12  _C101      1.000000000000e+00
    mid_for_y_12  OBJ        5.240000000000e+02
    mid_for_y_13  _C108      1.000000000000e+00
    mid_for_y_13  _C109      1.000000000000e+00
    mid_for_y_13  OBJ        4.230000000000e+02
    mid_for_y_14  _C116      1.000000000000e+00
    mid_for_y_14  _C117      1.000000000000e+00
    mid_for_y_14  OBJ        4.180000000000e+02
    mid_for_y_15  _C124      1.000000000000e+00
    mid_for_y_15  _C125      1.000000000000e+00
    mid_for_y_15  OBJ        4.320000000000e+02
    mid_for_y_16  _C132      1.000000000000e+00
    mid_for_y_16  _C133      1.000000000000e+00
    mid_for_y_16  OBJ        4.280000000000e+02
    mid_for_y_17  _C140      1.000000000000e+00
    mid_for_y_17  _C141      1.000000000000e+00
    mid_for_y_17  OBJ        4.930000000000e+02
    mid_for_y_18  _C148      1.000000000000e+00
    mid_for_y_18  _C149      1.000000000000e+00
    mid_for_y_18  OBJ        5.160000000000e+02
    mid_for_y_19  _C156      1.000000000000e+00
    mid_for_y_19  _C157      1.000000000000e+00
    mid_for_y_19  OBJ        4.760000000000e+02
    mid_for_y_2  _C20       1.000000000000e+00
    mid_for_y_2  _C21       1.000000000000e+00
    mid_for_y_2  OBJ        5.600000000000e+02
    mid_for_y_20  _C164      1.000000000000e+00
    mid_for_y_20  _C165      1.000000000000e+00
    mid_for_y_20  OBJ        4.790000000000e+02
    mid_for_y_21  _C172      1.000000000000e+00
    mid_for_y_21  _C173      1.000000000000e+00
    mid_for_y_21  OBJ        4.890000000000e+02
    mid_for_y_22  _C180      1.000000000000e+00
    mid_for_y_22  _C181      1.000000000000e+00
    mid_for_y_22  OBJ        4.820000000000e+02
    mid_for_y_23  _C188      1.000000000000e+00
    mid_for_y_23  _C189      1.000000000000e+00
    mid_for_y_23  OBJ        4.760000000000e+02
    mid_for_y_24  _C196      1.000000000000e+00
    mid_for_y_24  _C197      1.000000000000e+00
    mid_for_y_24  OBJ        5.560000000000e+02
    mid_for_y_25  _C204      1.000000000000e+00
    mid_for_y_25  _C205      1.000000000000e+00
    mid_for_y_25  OBJ        4.020000000000e+02
    mid_for_y_26  _C212      1.000000000000e+00
    mid_for_y_26  _C213      1.000000000000e+00
    mid_for_y_26  OBJ        5.020000000000e+02
    mid_for_y_27  _C220      1.000000000000e+00
    mid_for_y_27  _C221      1.000000000000e+00
    mid_for_y_27  OBJ        5.540000000000e+02
    mid_for_y_28  _C228      1.000000000000e+00
    mid_for_y_28  _C229      1.000000000000e+00
    mid_for_y_28  OBJ        5.380000000000e+02
    mid_for_y_29  _C236      1.000000000000e+00
    mid_for_y_29  _C237      1.000000000000e+00
    mid_for_y_29  OBJ        5.980000000000e+02
    mid_for_y_3  _C28       1.000000000000e+00
    mid_for_y_3  _C29       1.000000000000e+00
    mid_for_y_3  OBJ        5.080000000000e+02
    mid_for_y_30  _C244      1.000000000000e+00
    mid_for_y_30  _C245      1.000000000000e+00
    mid_for_y_30  OBJ        5.040000000000e+02
    mid_for_y_31  _C252      1.000000000000e+00
    mid_for_y_31  _C253      1.000000000000e+00
    mid_for_y_31  OBJ        5.520000000000e+02
    mid_for_y_32  _C260      1.000000000000e+00
    mid_for_y_32  _C261      1.000000000000e+00
    mid_for_y_32  OBJ        4.300000000000e+02
    mid_for_y_33  _C268      1.000000000000e+00
    mid_for_y_33  _C269      1.000000000000e+00
    mid_for_y_33  OBJ        5.920000000000e+02
    mid_for_y_34  _C276      1.000000000000e+00
    mid_for_y_34  _C277      1.000000000000e+00
    mid_for_y_34  OBJ        5.710000000000e+02
    mid_for_y_35  _C284      1.000000000000e+00
    mid_for_y_35  _C285      1.000000000000e+00
    mid_for_y_35  OBJ        5.970000000000e+02
    mid_for_y_36  _C292      1.000000000000e+00
    mid_for_y_36  _C293      1.000000000000e+00
    mid_for_y_36  OBJ        4.060000000000e+02
    mid_for_y_37  _C300      1.000000000000e+00
    mid_for_y_37  _C301      1.000000000000e+00
    mid_for_y_37  OBJ        4.680000000000e+02
    mid_for_y_38  _C308      1.000000000000e+00
    mid_for_y_38  _C309      1.000000000000e+00
    mid_for_y_38  OBJ        5.590000000000e+02
    mid_for_y_39  _C316      1.000000000000e+00
    mid_for_y_39  _C317      1.000000000000e+00
    mid_for_y_39  OBJ        4.210000000000e+02
    mid_for_y_4  _C36       1.000000000000e+00
    mid_for_y_4  _C37       1.000000000000e+00
    mid_for_y_4  OBJ        4.200000000000e+02
    mid_for_y_40  _C324      1.000000000000e+00
    mid_for_y_40  _C325      1.000000000000e+00
    mid_for_y_40  OBJ        5.020000000000e+02
    mid_for_y_41  _C332      1.000000000000e+00
    mid_for_y_41  _C333      1.000000000000e+00
    mid_for_y_41  OBJ        4.340000000000e+02
    mid_for_y_42  _C340      1.000000000000e+00
    mid_for_y_42  _C341      1.000000000000e+00
    mid_for_y_42  OBJ        4.950000000000e+02
    mid_for_y_43  _C348      1.000000000000e+00
    mid_for_y_43  _C349      1.000000000000e+00
    mid_for_y_43  OBJ        5.220000000000e+02
    mid_for_y_44  _C356      1.000000000000e+00
    mid_for_y_44  _C357      1.000000000000e+00
    mid_for_y_44  OBJ        4.880000000000e+02
    mid_for_y_45  _C364      1.000000000000e+00
    mid_for_y_45  _C365      1.000000000000e+00
    mid_for_y_45  OBJ        4.420000000000e+02
    mid_for_y_46  _C372      1.000000000000e+00
    mid_for_y_46  _C373      1.000000000000e+00
    mid_for_y_46  OBJ        4.220000000000e+02
    mid_for_y_47  _C380      1.000000000000e+00
    mid_for_y_47  _C381      1.000000000000e+00
    mid_for_y_47  OBJ        4.770000000000e+02
    mid_for_y_48  _C388      1.000000000000e+00
    mid_for_y_48  _C389      1.000000000000e+00
    mid_for_y_48  OBJ        4.450000000000e+02
    mid_for_y_49  _C396      1.000000000000e+00
    mid_for_y_49  _C397      1.000000000000e+00
    mid_for_y_49  OBJ        5.020000000000e+02
    mid_for_y_5  _C44       1.000000000000e+00
    mid_for_y_5  _C45       1.000000000000e+00
    mid_for_y_5  OBJ        5.170000000000e+02
    mid_for_y_50  _C404      1.000000000000e+00
    mid_for_y_50  _C405      1.000000000000e+00
    mid_for_y_50  OBJ        4.120000000000e+02
    mid_for_y_51  _C412      1.000000000000e+00
    mid_for_y_51  _C413      1.000000000000e+00
    mid_for_y_51  OBJ        5.830000000000e+02
    mid_for_y_52  _C420      1.000000000000e+00
    mid_for_y_52  _C421      1.000000000000e+00
    mid_for_y_52  OBJ        4.090000000000e+02
    mid_for_y_53  _C428      1.000000000000e+00
    mid_for_y_53  _C429      1.000000000000e+00
    mid_for_y_53  OBJ        4.000000000000e+02
    mid_for_y_54  _C436      1.000000000000e+00
    mid_for_y_54  _C437      1.000000000000e+00
    mid_for_y_54  OBJ        4.170000000000e+02
    mid_for_y_55  _C444      1.000000000000e+00
    mid_for_y_55  _C445      1.000000000000e+00
    mid_for_y_55  OBJ        4.200000000000e+02
    mid_for_y_56  _C452      1.000000000000e+00
    mid_for_y_56  _C453      1.000000000000e+00
    mid_for_y_56  OBJ        5.540000000000e+02
    mid_for_y_57  _C460      1.000000000000e+00
    mid_for_y_57  _C461      1.000000000000e+00
    mid_for_y_57  OBJ        5.450000000000e+02
    mid_for_y_58  _C468      1.000000000000e+00
    mid_for_y_58  _C469      1.000000000000e+00
    mid_for_y_58  OBJ        5.220000000000e+02
    mid_for_y_59  _C476      1.000000000000e+00
    mid_for_y_59  _C477      1.000000000000e+00
    mid_for_y_59  OBJ        4.850000000000e+02
    mid_for_y_6  _C52       1.000000000000e+00
    mid_for_y_6  _C53       1.000000000000e+00
    mid_for_y_6  OBJ        4.850000000000e+02
    mid_for_y_7  _C60       1.000000000000e+00
    mid_for_y_7  _C61       1.000000000000e+00
    mid_for_y_7  OBJ        4.620000000000e+02
    mid_for_y_8  _C68       1.000000000000e+00
    mid_for_y_8  _C69       1.000000000000e+00
    mid_for_y_8  OBJ        4.320000000000e+02
    mid_for_y_9  _C76       1.000000000000e+00
    mid_for_y_9  _C77       1.000000000000e+00
    mid_for_y_9  OBJ        4.830000000000e+02
    mid_x_0   _C1        1.000000000000e+00
    mid_x_0   _C2       -1.000000000000e+00
    mid_x_0   _C3        1.000000000000e+00
    mid_x_0   OBJ        5.350000000000e+02
    mid_x_1   _C9        1.000000000000e+00
    mid_x_1   _C10      -1.000000000000e+00
    mid_x_1   _C11       1.000000000000e+00
    mid_x_1   OBJ        5.030000000000e+02
    mid_x_10  _C81       1.000000000000e+00
    mid_x_10  _C82      -1.000000000000e+00
    mid_x_10  _C83       1.000000000000e+00
    mid_x_10  OBJ        5.300000000000e+02
    mid_x_11  _C89       1.000000000000e+00
    mid_x_11  _C90      -1.000000000000e+00
    mid_x_11  _C91       1.000000000000e+00
    mid_x_11  OBJ        4.610000000000e+02
    mid_x_12  _C97       1.000000000000e+00
    mid_x_12  _C98      -1.000000000000e+00
    mid_x_12  _C99       1.000000000000e+00
    mid_x_12  OBJ        5.120000000000e+02
    mid_x_13  _C105      1.000000000000e+00
    mid_x_13  _C106     -1.000000000000e+00
    mid_x_13  _C107      1.000000000000e+00
    mid_x_13  OBJ        4.730000000000e+02
    mid_x_14  _C113      1.000000000000e+00
    mid_x_14  _C114     -1.000000000000e+00
    mid_x_14  _C115      1.000000000000e+00
    mid_x_14  OBJ        5.350000000000e+02
    mid_x_15  _C121      1.000000000000e+00
    mid_x_15  _C122     -1.000000000000e+00
    mid_x_15  _C123      1.000000000000e+00
    mid_x_15  OBJ        4.730000000000e+02
    mid_x_16  _C129      1.000000000000e+00
    mid_x_16  _C130     -1.000000000000e+00
    mid_x_16  _C131      1.000000000000e+00
    mid_x_16  OBJ        5.350000000000e+02
    mid_x_17  _C137      1.000000000000e+00
    mid_x_17  _C138     -1.000000000000e+00
    mid_x_17  _C139      1.000000000000e+00
    mid_x_17  OBJ        4.100000000000e+02
    mid_x_18  _C145      1.000000000000e+00
    mid_x_18  _C146     -1.000000000000e+00
    mid_x_18  _C147      1.000000000000e+00
    mid_x_18  OBJ        5.520000000000e+02
    mid_x_19  _C153      1.000000000000e+00
    mid_x_19  _C154     -1.000000000000e+00
    mid_x_19  _C155      1.000000000000e+00
    mid_x_19  OBJ        4.820000000000e+02
    mid_x_2   _C17       1.000000000000e+00
    mid_x_2   _C18      -1.000000000000e+00
    mid_x_2   _C19       1.000000000000e+00
    mid_x_2   OBJ        5.250000000000e+02
    mid_x_20  _C161      1.000000000000e+00
    mid_x_20  _C162     -1.000000000000e+00
    mid_x_20  _C163      1.000000000000e+00
    mid_x_20  OBJ        5.720000000000e+02
    mid_x_21  _C169      1.000000000000e+00
    mid_x_21  _C170     -1.000000000000e+00
    mid_x_21  _C171      1.000000000000e+00
    mid_x_21  OBJ        4.370000000000e+02
    mid_x_22  _C177      1.000000000000e+00
    mid_x_22  _C178     -1.000000000000e+00
    mid_x_22  _C179      1.000000000000e+00
    mid_x_22  OBJ        5.590000000000e+02
    mid_x_23  _C185      1.000000000000e+00
    mid_x_23  _C186     -1.000000000000e+00
    mid_x_23  _C187      1.000000000000e+00
    mid_x_23  OBJ        4.800000000000e+02
    mid_x_24  _C193      1.000000000000e+00
    mid_x_24  _C194     -1.000000000000e+00
    mid_x_24  _C195      1.000000000000e+00
    mid_x_24  OBJ        4.650000000000e+02
    mid_x_25  _C201      1.000000000000e+00
    mid_x_25  _C202     -1.000000000000e+00
    mid_x_25  _C203      1.000000000000e+00
    mid_x_25  OBJ        4.540000000000e+02
    mid_x_26  _C209      1.000000000000e+00
    mid_x_26  _C210     -1.000000000000e+00
    mid_x_26  _C211      1.000000000000e+00
    mid_x_26  OBJ        5.070000000000e+02
    mid_x_27  _C217      1.000000000000e+00
    mid_x_27  _C218     -1.000000000000e+00
    mid_x_27  _C219      1.000000000000e+00
    mid_x_27  OBJ        5.070000000000e+02
    mid_x_28  _C225      1.000000000000e+00
    mid_x_28  _C226     -1.000000000000e+00
    mid_x_28  _C227      1.000000000000e+00
    mid_x_28  OBJ        5.370000000000e+02
    mid_x_29  _C233      1.000000000000e+00
    mid_x_29  _C234     -1.000000000000e+00
    mid_x_29  _C235      1.000000000000e+00
    mid_x_29  OBJ        5.380000000000e+02
    mid_x_3   _C25       1.000000000000e+00
    mid_x_3   _C26      -1.000000000000e+00
    mid_x_3   _C27       1.000000000000e+00
    mid_x_3   OBJ        5.210000000000e+02
    mid_x_30  _C241      1.000000000000e+00
    mid_x_30  _C242     -1.000000000000e+00
    mid_x_30  _C243      1.000000000000e+00
    mid_x_30  OBJ        5.980000000000e+02
    mid_x_31  _C249      1.000000000000e+00
    mid_x_31  _C250     -1.000000000000e+00
    mid_x_31  _C251      1.000000000000e+00
    mid_x_31  OBJ        4.690000000000e+02
    mid_x_32  _C257      1.000000000000e+00
    mid_x_32  _C258     -1.000000000000e+00
    mid_x_32  _C259      1.000000000000e+00
    mid_x_32  OBJ        4.220000000000e+02
    mid_x_33  _C265      1.000000000000e+00
    mid_x_33  _C266     -1.000000000000e+00
    mid_x_33  _C267      1.000000000000e+00
    mid_x_33  OBJ        4.790000000000e+02
    mid_x_34  _C273      1.000000000000e+00
    mid_x_34  _C274     -1.000000000000e+00
    mid_x_34  _C275      1.000000000000e+00
    mid_x_34  OBJ        4.070000000000e+02
    mid_x_35  _C281      1.000000000000e+00
    mid_x_35  _C282     -1.000000000000e+00
    mid_x_35  _C283      1.000000000000e+00
    mid_x_35  OBJ        5.970000000000e+02
    mid_x_36  _C289      1.000000000000e+00
    mid_x_36  _C290     -1.000000000000e+00
    mid_x_36  _C291      1.000000000000e+00
    mid_x_36  OBJ        5.120000000000e+02
    mid_x_37  _C297      1.000000000000e+00
    mid_x_37  _C298     -1.000000000000e+00
    mid_x_37  _C299      1.000000000000e+00
    mid_x_37  OBJ        4.350000000000e+02
    mid_x_38  _C305      1.000000000000e+00
    mid_x_38  _C306     -1.000000000000e+00
    mid_x_38  _C307      1.000000000000e+00
    mid_x_38  OBJ        5.020000000000e+02
    mid_x_39  _C313      1.000000000000e+00
    mid_x_39  _C314     -1.000000000000e+00
    mid_x_39  _C315      1.000000000000e+00
    mid_x_39  OBJ        5.050000000000e+02
    mid_x_4   _C33       1.000000000000e+00
    mid_x_4   _C34      -1.000000000000e+00
    mid_x_4   _C35       1.000000000000e+00
    mid_x_4   OBJ        5.370000000000e+02
    mid_x_40  _C321      1.000000000000e+00
    mid_x_40  _C322     -1.000000000000e+00
    mid_x_40  _C323      1.000000000000e+00
    mid_x_40  OBJ        4.880000000000e+02
    mid_x_41  _C329      1.000000000000e+00
    mid_x_41  _C330     -1.000000000000e+00
    mid_x_41  _C331      1.000000000000e+00
    mid_x_41  OBJ        4.670000000000e+02
    mid_x_42  _C337      1.000000000000e+00
    mid_x_42  _C338     -1.000000000000e+00
    mid_x_42  _C339      1.000000000000e+00
    mid_x_42  OBJ        5.630000000000e+02
    mid_x_43  _C345      1.000000000000e+00
    mid_x_43  _C346     -1.000000000000e+00
    mid_x_43  _C347      1.000000000000e+00
    mid_x_43  OBJ        4.620000000000e+02
    mid_x_44  _C353      1.000000000000e+00
    mid_x_44  _C354     -1.000000000000e+00
    mid_x_44  _C355      1.000000000000e+00
    mid_x_44  OBJ        4.090000000000e+02
    mid_x_45  _C361      1.000000000000e+00
    mid_x_45  _C362     -1.000000000000e+00
    mid_x_45  _C363      1.000000000000e+00
    mid_x_45  OBJ        4.890000000000e+02
    mid_x_46  _C369      1.000000000000e+00
    mid_x_46  _C370     -1.000000000000e+00
    mid_x_46  _C371      1.000000000000e+00
    mid_x_46  OBJ        4.420000000000e+02
    mid_x_47  _C377      1.000000000000e+00
    mid_x_47  _C378     -1.000000000000e+00
    mid_x_47  _C379      1.000000000000e+00
    mid_x_47  OBJ        4.100000000000e+02
    mid_x_48  _C385      1.000000000000e+00
    mid_x_48  _C386     -1.000000000000e+00
    mid_x_48  _C387      1.000000000000e+00
    mid_x_48  OBJ        4.010000000000e+02
    mid_x_49  _C393      1.000000000000e+00
    mid_x_49  _C394     -1.000000000000e+00
    mid_x_49  _C395      1.000000000000e+00
    mid_x_49  OBJ        5.870000000000e+02
    mid_x_5   _C41       1.000000000000e+00
    mid_x_5   _C42      -1.000000000000e+00
    mid_x_5   _C43       1.000000000000e+00
    mid_x_5   OBJ        4.270000000000e+02
    mid_x_50  _C401      1.000000000000e+00
    mid_x_50  _C402     -1.000000000000e+00
    mid_x_50  _C403      1.000000000000e+00
    mid_x_50  OBJ        5.790000000000e+02
    mid_x_51  _C409      1.000000000000e+00
    mid_x_51  _C410     -1.000000000000e+00
    mid_x_51  _C411      1.000000000000e+00
    mid_x_51  OBJ        4.740000000000e+02
    mid_x_52  _C417      1.000000000000e+00
    mid_x_52  _C418     -1.000000000000e+00
    mid_x_52  _C419      1.000000000000e+00
    mid_x_52  OBJ        4.110000000000e+02
    mid_x_53  _C425      1.000000000000e+00
    mid_x_53  _C426     -1.000000000000e+00
    mid_x_53  _C427      1.000000000000e+00
    mid_x_53  OBJ        4.660000000000e+02
    mid_x_54  _C433      1.000000000000e+00
    mid_x_54  _C434     -1.000000000000e+00
    mid_x_54  _C435      1.000000000000e+00
    mid_x_54  OBJ        4.280000000000e+02
    mid_x_55  _C441      1.000000000000e+00
    mid_x_55  _C442     -1.000000000000e+00
    mid_x_55  _C443      1.000000000000e+00
    mid_x_55  OBJ        5.370000000000e+02
    mid_x_56  _C449      1.000000000000e+00
    mid_x_56  _C450     -1.000000000000e+00
    mid_x_56  _C451      1.000000000000e+00
    mid_x_56  OBJ        4.690000000000e+02
    mid_x_57  _C457      1.000000000000e+00
    mid_x_57  _C458     -1.000000000000e+00
    mid_x_57  _C459      1.000000000000e+00
    mid_x_57  OBJ        5.270000000000e+02
    mid_x_58  _C465      1.000000000000e+00
    mid_x_58  _C466     -1.000000000000e+00
    mid_x_58  _C467      1.000000000000e+00
    mid_x_58  OBJ        4.990000000000e+02
    mid_x_59  _C473      1.000000000000e+00
